x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
18.227490694075648,-4.616592871956118,-9.87978970883672,-13.549721275458356,-0.3206652521883684,-10.101460542968642,-1.1500258787702275,-10.212685838973094,13.768903134461944,-1.9635579451495087,1.0
-8.469602448556063,15.92284890395339,7.9166438501767455,6.124453533765186,-6.568989333412313,-10.965906756085168,-24.39982587240371,-6.325286374255664,-6.8831668276818325,-6.0098067580428545,0.0
7.8763281743128335,-5.175238934743521,4.820856871641885,-0.3141643538132606,-5.9835137021057525,-11.828405012047707,5.919541126048894,8.541770192748178,7.011029841250507,7.084581317191335,0.0
-10.274767171635895,-0.16052041512479387,-8.408319736574152,-13.438842160853124,2.769601960495687,-5.279469845799563,6.820658553188342,-2.2455149847190685,-1.3904621530292662,1.7150860313997605,0.0
-12.158195900600127,8.261851608941882,-14.409047866417142,25.786968140471977,3.0669375388389626,4.286667271167033,23.659138562002973,2.232136334127587,-4.337857945972295,10.84425153342341,1.0
7.70259038310256,2.9304646914849766,2.583175310428411,4.518190829354557,-14.441280027710054,-17.552047085046624,-1.408499990741471,-3.750028305130302,2.740253373920309,-21.014436017648777,0.0
2.9765221791407015,7.711171203783143,9.427253430222082,-9.960642959485478,1.3165264079078431,-14.469215176565731,2.2113863594954326,18.9613659046266,-6.126224449930077,-6.742719644095702,0.0
-0.35722707901170864,6.726444554336821,14.163003792979973,14.552890162093131,-2.714878391176832,-4.669043490419324,-1.1139758174647727,-9.601116202463785,-2.18588030000476,-2.1772529901637805,1.0
10.943497533761525,-15.824130531392157,2.289198776137297,4.8928657879927275,-0.06010305078362599,13.937581223954142,-10.022346623587486,6.143741413753987,13.035429621476652,1.0431686432614864,0.0
-0.7018458352608608,18.852971826287003,8.610078870742429,8.969009596765428,-0.6282433969504111,8.462925495099498,8.322610268338074,-2.8850937809948967,-7.0521172476277005,0.5875671338029302,1.0
-6.08895111382019,6.1568001320241335,-8.84588687221556,7.964997918663624,12.453726515747544,16.166757890224385,-7.914082098357171,5.13131034870572,-6.455350867272133,-7.789782074436171,0.0
6.398768014213665,12.984658751820199,-0.6266866201859125,1.916163596577983,10.437095129318546,6.958079263355492,-3.8254686790649557,7.9945233671587985,-3.0018783951256722,15.780514921822029,1.0
-7.467877368971679,-21.559206482761326,-6.740836028168076,6.3091381288952935,-5.4473269337322785,-9.406998303627127,3.9012482943167752,2.9528327835976955,16.119303721443522,-3.2954084808265858,0.0
