x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,y
3.811857947842652,-3.7368456406480925,1.0537099125141247,-7.786030935946686,1.5223826582172677,-21.910782483086848,1.653156512758134,-2.0706501273588893,-22.18199623386534,10.451101991963533,0.0
1.6144686398158399,21.798495332088528,-4.363038848660919,-14.878808616342205,10.60676865784762,-12.431632579279261,3.6928876820392356,-5.353189734443244,0.1914369033632788,34.55953472197574,0.0
5.286237395543465,-7.639357401811892,-4.631149514710106,1.5664841369489517,-13.677381166090214,8.677518094479202,22.33345430764233,-7.666808709806518,8.575076689566181,-2.863894400177015,0.0
11.909552610196757,-21.719003819077034,-4.443879695428209,8.237495271334222,-8.849878009514331,17.113629662431038,-3.1623051112521736,-9.162531957604154,-5.778429545385343,-7.1209018943348985,1.0
4.552011762862481,23.385624803456633,1.3623364011443704,18.022701386437824,-2.667257236938311,-11.563989299744495,7.910088477065194,-13.028181570517471,6.849199168081573,0.8537522206147121,1.0
-8.3933956596784,5.983371776639052,6.533642438997619,-2.7361896651875366,2.9066642217336476,-16.61850137091599,-7.331588090252057,16.260004658824762,-9.32252903285572,-0.19015616407046454,0.0
15.692514384373085,-10.22791533881685,-0.6049940199738293,-2.359274113297037,-8.211357224979912,3.2412299855128732,1.7619310634997205,-0.03233496570275762,-9.465553073841495,-13.529139245605883,0.0
-14.985390708500272,0.9081782085426849,-12.127414718603537,10.165409293656428,-2.4965565971015913,-1.9933427441801042,5.86962245419663,-5.107874856909689,-3.185343738720271,11.879612027009497,0.0
-6.584539725137581,1.4836455103296222,18.28187853207237,4.610072665077154,12.7964145604642,24.534960840217657,-9.705280290613246,17.22608898805878,-19.75174362636072,12.167309603138644,1.0
13.11648103881599,-6.247535917079972,-5.422569070069648,-1.349844544297191,-8.485791111632148,1.4266535045714843,-13.310613005428,12.117978417822847,-2.2991595289298448,-19.739400684522632,1.0
6.558248385589687,0.8183907279595536,8.579998272798452,-2.0184495673080773,6.761193780505928,-13.6304881096874,-0.2451008052128696,0.606326611517694,-7.224182016554076,-18.196798173558086,0.0
5.148885154964784,1.027389461391274,0.2810904274958945,-7.664957957137597,4.1836416480270255,5.987718026250157,20.452424996917795,-19.597448191178184,-6.513770893668097,1.7728725507057952,0.0
20.133986416058853,14.068631732426702,-8.845422123910275,-7.761965962303938,-5.824233198767411,-12.936502093823533,-1.590280819068902,-10.983528843727559,-9.371789026065144,3.4410881221121885,0.0
1.4708288117212014,6.704190806636339,-1.1561899928726878,-10.099236010536996,2.1470351028973313,-11.617770202150906,8.87731874944681,15.62244146257941,6.445285294893996,2.964830897349117,0.0
-5.326013979280848,25.8099935773598,3.749851277057635,-13.10137442655676,-9.820208041389721,5.119002306089411,-7.400606818594172,1.8736735323939109,2.2045914577431915,3.608684986239913,1.0
9.315351083495642,6.380425857371696,-3.293852270664173,2.7710125499401608,-14.680249044245299,2.326846719120752,6.877242431829419,-4.01086178334487,-10.440806366152458,11.279814711601407,1.0
-5.46818083196797,4.451354533634909,-0.7376630977221055,13.445085335420318,-1.8668260787642277,-3.8338843313024786,-2.0524021045468532,0.04378887922815111,-1.2378255458072678,1.9094421211200527,0.0
4.489946335655648,-15.830457085621465,-9.146492347282077,20.135346872823643,-3.643931626320882,8.213383268592251,-0.27156941083683367,0.675354943545686,-20.023253497600095,8.817504730244552,1.0
2.0696813003631345,-2.4911214776220048,7.369550991035821,5.531351348789256,2.9861435815949644,7.615344666636256,-24.07500058685506,-13.266507511616652,17.665061743093514,-13.111359913392157,0.0
-14.556844741521722,14.256517582749286,-13.667248762952713,8.782736619456578,-18.722245361965175,-11.354904324232287,-5.413117581546115,15.18523637957245,-11.086364731037719,-7.606050739659815,1.0
-4.088074043979619,-23.52700712489671,-7.755814523668301,-6.87765012166437,-16.05503432482061,-11.19137363828215,0.5860939791227413,2.48725483301203,2.629290367766867,-5.526621557515582,0.0
7.825455482998834,-5.991385175223798,-3.0751845985201913,2.1428679947471387,8.415294876090513,-14.952749061999768,-4.940581681951782,-18.915020241884054,-9.015892108841726,3.6042428278086858,0.0
2.837256375266952,0.1073495432416196,-14.208073602114759,-5.275804484725281,10.944467775790717,-1.748411556639828,-17.985175144504648,-16.35917115283942,5.752267254337932,-2.5411509108790247,0.0
11.501050609816454,13.664536667896812,3.76803038628731,-1.0442609125673576,-12.853602871920803,5.523037413590727,3.0440848852580165,-2.4277350004920764,-1.0505135199567808,-26.647819474513877,1.0
-11.885895314351595,8.599338326602957,-14.342070109130171,-9.976731328918863,10.251643998686554,-6.869439748438775,-10.182938470110066,3.8416110941115402,10.567681990926435,3.3144473362690787,1.0
-6.722303713097686,7.618194238562924,1.8264202358119834,-11.915492986785837,-3.3247207523799736,3.4920250969014517,-9.847903564216313,15.403946069311274,-9.530496936939628,-3.4133927690059034,0.0
-2.002911228289072,10.476939641278676,-7.381316424482616,0.6693516454565926,1.8248156450238038,4.809257151148374,13.076408927110782,5.827902454300406,5.372737199976604,-14.46947048619299,0.0
-12.491825970197715,-6.663206208707318,-17.610508635574124,-5.075740381975823,-3.3969948774725536,-9.760550024582605,1.2363102386585514,-6.428077928966387,-1.5290425132069954,-18.794267616089524,0.0
-8.751010643126785,2.2185567328557934,2.0854336192967127,0.9113196210876424,-3.3959782565420538,-14.349680818455976,12.381131508364135,9.352533120792797,-4.775207530211445,-1.9090086972667835,1.0
0.3708141037578383,3.301906220224123,3.9092235279889604,17.05481055423032,-2.3054419330824323,16.11908666872101,2.543312982316203,-18.787740460177858,10.390850989866621,-5.5108413872175195,0.0
